"quarter","eu_2state","ue_2state","ur","mu","pi_eu_3state","pi_ue_3state","v","gdpc1"
1993-07-01,9.50711968250172,75.2125658018409,6.8,17.9333333333333,0.0120299234421599,0.0132238257129603,3445.70692434145,10688.606
1993-10-01,9.53461824725985,76.1006807507055,6.63333333333333,18.3333333333333,0.0127023319722042,0.0136421827235365,3645.97179212332,10833.987
1994-01-01,9.49037111530208,76.8950312221003,6.56666666666667,18.8666666666667,0.0119159210693635,0.0143665265550824,3982.60957262593,10939.116
1994-04-01,10.0171051199893,81.1603356746846,6.2,19.1,0.0124281609985409,0.0140649004163111,4145.2924150039,11087.361
1994-07-01,9.59751325970334,80.4226995306328,6,18.8333333333333,0.0118510952551478,0.0138423598550301,4253.1392616063,11152.176
1994-10-01,9.35770431658386,81.579119476203,5.63333333333333,18.3666666666667,0.0125913891713453,0.0138276702789634,4524.19764565352,11279.932
1995-01-01,9.44591218468624,81.0181589232268,5.46666666666667,17.1333333333333,0.0120212463575279,0.013333418047732,4423.75095525244,11319.951
1995-04-01,9.84008487581103,82.480545952096,5.66666666666667,16.8333333333333,0.0102908939080716,0.0126138438410535,4233.4272568097,11353.721
1995-07-01,9.87958297030336,82.9482499317032,5.66666666666667,16.3,0.0107645927406497,0.0122246461799888,4372.98536143711,11450.31
1995-10-01,9.78328015690524,81.9909452090221,5.56666666666667,16.2333333333333,0.0115876060285981,0.0131461285227245,4461.31135601907,11528.067
1996-01-01,9.18865602492723,80.8850762476667,5.53333333333333,16.6,0.0115623423384666,0.0130328978474378,4383.19565727125,11614.418
1996-04-01,9.7300656415467,83.1241923289351,5.5,17.4,0.0119167050879061,0.0134446445192004,4361.73282116254,11808.14
1996-07-01,9.67644757788232,84.8699216666472,5.26666666666667,16.9333333333333,0.0110195854728421,0.0134125929262701,4398.60231527361,11914.063
1996-10-01,9.73662593763518,83.468552187832,5.33333333333333,15.9333333333333,0.0112895670736305,0.013098157636239,4572.50267140862,12037.775
1997-01-01,9.14456722108347,83.3430535579231,5.23333333333333,15.7666666666667,0.0110644229476901,0.0129726720610559,4732.28213399143,12115.472
1997-04-01,9.19761982706113,84.8151039050999,5,15.5,0.0116506781013631,0.0133408668119239,4682.36945903897,12317.221
1997-07-01,9.17628763323272,85.413413756627,4.86666666666667,16.1,0.0107941290090835,0.0123164157802829,4851.86135848331,12471.01
1997-10-01,8.71419229860314,84.6329652955905,4.66666666666667,15.8,0.0109147937870329,0.0121707714805937,5047.55381900707,12577.495
1998-01-01,9.59322708322907,88.5612030776833,4.63333333333333,15.1666666666667,0.011420793250571,0.0129976255737058,5210.93751604557,12703.742
1998-04-01,9.17056010462404,86.5362510912683,4.4,14.5,0.0110169061589372,0.0122183275060969,5236.67894615459,12821.339
1998-07-01,9.62754993486465,88.0597964045435,4.53333333333333,14.0666666666667,0.0110147149730437,0.0127131777938138,5181.6410172912,12982.752
1998-10-01,8.35560411568553,85.7674586682732,4.43333333333333,14.2,0.0110262029375905,0.0120572899464385,5170.76360140622,13191.67
1999-01-01,8.70198264354844,86.7586867294272,4.3,13.5333333333333,0.0108805910609577,0.0121993450298449,5527.11661118395,13315.597
1999-04-01,8.4398582633921,86.2014758863785,4.26666666666667,13.6666666666667,0.0108700764004424,0.0123504333679284,5353.15781553786,13426.748
1999-07-01,8.6873546844867,87.8550758591909,4.23333333333333,13.2666666666667,0.0104602480032318,0.0121832745256611,5287.48579754452,13604.771
1999-10-01,9.21324373958743,89.8641912533983,4.06666666666667,13.0333333333333,0.0111122455425534,0.0130253435672891,5425.4019456174,13827.98
2000-01-01,8.42052645198181,88.2582851881337,4.03333333333333,12.8,0.0102313858444089,0.012045795063957,5818.88357156509,13878.147
2000-04-01,8.54543442564265,87.8358865173827,3.93333333333333,12.4333333333333,0.0108578741234041,0.0115991841832467,5534.35865279543,14130.908
2000-07-01,8.80989476822069,89.4540251346269,4,12.8333333333333,0.0107110679835653,0.0121721143683682,5292.79066555301,14145.312
2000-10-01,8.62229906587287,87.6188290635606,3.9,12.5333333333333,0.0103650655157023,0.0112198233932823,5150.46026108374,14229.765
2001-01-01,9.25659837573495,88.2453385894662,4.23333333333333,12.7666666666667,0.0114618315060425,0.0118703587469054,5031,14183.12
2001-04-01,8.31273830703204,83.7147450287262,4.4,12.4,0.011465764255988,0.0122096639981069,4467,14271.694
2001-07-01,9.47943000439931,82.6777451785926,4.83333333333333,13.1333333333333,0.0115206309858059,0.0118616922583155,4180.66666666667,14214.516
2001-10-01,9.23280837942538,79.153745650699,5.5,14.0333333333333,0.0124466126007867,0.0130508422363723,3719.66666666667,14253.574
2002-01-01,9.28786391273141,78.677149994768,5.7,15.0333333333333,0.0116230733427661,0.0126294218978049,3582.33333333333,14372.785
2002-04-01,8.94697715966709,78.6079058516308,5.83333333333333,16.6666666666667,0.011151206633305,0.0120703805832824,3446.66666666667,14460.848
2002-07-01,8.5710109471312,77.3552143702358,5.73333333333333,17,0.0113508947264479,0.0120681509751598,3395,14519.633
